""	"x"
"506"	"A"
"507"	"B"
"508"	"E"
"509"	"B"
"510"	"B"
"511"	"A"
"512"	"A"
"513"	"D"
"514"	"B"
"515"	"A"
"516"	"E"
"517"	"C"
"518"	"C"
"519"	"C"
"520"	"E"
"521"	"D"
"522"	"E"
"523"	"E"
"524"	"E"
"525"	"B"
"526"	"C"
"527"	"E"
"528"	"A"
"529"	"E"
"530"	"C"
"531"	"D"
"532"	"A"
"533"	"A"
"534"	"A"
"535"	"A"
"536"	"D"
"537"	"C"
"538"	"D"
"539"	"E"
"540"	"D"
"541"	"D"
"542"	"A"
"543"	"B"
"544"	"A"
"545"	"D"
"546"	"E"
"547"	"B"
"548"	"E"
"549"	"E"
"550"	"E"
"551"	"B"
"552"	"B"
"553"	"D"
"554"	"E"
"555"	"A"
"556"	"D"
"557"	"D"
"558"	"D"
"559"	"A"
"560"	"E"
"561"	"D"
"562"	"B"
"563"	"D"
"564"	"A"
"565"	"B"
"566"	"A"
"567"	"F"
"568"	"B"
"569"	"D"
"570"	"E"
"571"	"D"
"572"	"D"
"573"	"D"
"574"	"A"
"575"	"A"
"576"	"A"
"577"	"E"
"578"	"A"
"579"	"B"
"580"	"A"
"581"	"A"
"582"	"B"
"583"	"A"
"584"	"A"
"585"	"B"
"586"	"D"
"587"	"D"
"588"	"B"
"589"	"A"
"590"	"B"
"591"	"D"
"592"	"E"
"593"	"E"
"594"	"B"
"595"	"E"
"596"	"A"
"597"	"D"
"598"	"A"
"599"	"E"
"600"	"A"
"601"	"E"
"602"	"E"
"603"	"A"
"604"	"E"
"605"	"A"
"606"	"B"
"607"	"E"
"608"	"A"
"609"	"A"
"610"	"F"
"611"	"A"
"612"	"D"
"613"	"C"
"614"	"F"
"615"	"D"
"616"	"D"
"617"	"E"
"618"	"B"
"619"	"E"
"620"	"F"
"621"	"B"
"622"	"E"
"623"	"D"
"624"	"D"
"625"	"C"
"626"	"D"
"627"	"D"
"628"	"B"
"629"	"E"
"630"	"E"
"631"	"B"
"632"	"F"
"633"	"A"
"634"	"E"
"635"	"C"
"636"	"B"
"637"	"E"
"638"	"A"
"639"	"E"
"640"	"A"
"641"	"E"
"642"	"D"
"643"	"A"
"644"	"B"
"645"	"B"
"646"	"E"
"647"	"E"
"648"	"A"
"649"	"E"
"650"	"E"
"651"	"E"
"652"	"E"
"653"	"A"
"654"	"F"
"655"	"A"
"656"	"A"
"657"	"B"
"658"	"C"
"659"	"B"
"660"	"C"
"661"	"F"
"662"	"D"
"663"	"E"
"664"	"A"
"665"	"D"
"666"	"A"
"667"	"E"
"668"	"D"
"669"	"A"
"670"	"D"
"671"	"B"
"672"	"A"
"673"	"E"
"674"	"D"
"675"	"A"
"676"	"E"
"677"	"D"
"678"	"E"
"679"	"D"
"680"	"D"
"681"	"E"
"682"	"B"
"683"	"E"
"684"	"A"
"685"	"E"
"686"	"A"
"687"	"C"
"688"	"B"
"689"	"A"
"690"	"E"
"691"	"F"
"692"	"C"
"693"	"A"
"694"	"A"
"695"	"B"
"696"	"A"
"697"	"A"
"698"	"B"
"699"	"C"
"700"	"F"
"701"	"D"
"702"	"B"
"703"	"B"
"704"	"D"
"705"	"A"
"706"	"A"
"707"	"C"
"708"	"D"
"709"	"D"
"710"	"D"
"711"	"B"
"712"	"B"
"713"	"B"
"714"	"C"
"715"	"A"
"716"	"A"
"717"	"D"
"718"	"D"
"719"	"C"
"720"	"D"
"721"	"B"
"722"	"E"
"723"	"B"
"724"	"D"
"725"	"A"
"726"	"B"
"727"	"D"
"728"	"F"
"729"	"B"
"730"	"D"
"731"	"A"
"732"	"C"
"733"	"E"
"734"	"A"
"735"	"B"
"736"	"D"
"737"	"D"
"738"	"B"
"739"	"E"
"740"	"E"
"741"	"A"
"742"	"B"
"743"	"A"
"744"	"D"
"745"	"C"
"746"	"C"
"747"	"A"
"748"	"E"
"749"	"A"
"750"	"E"
"751"	"E"
"752"	"B"
"753"	"A"
"754"	"B"
"755"	"D"
"756"	"A"
"757"	"F"
"758"	"A"
"759"	"D"
"760"	"E"
"761"	"E"
"762"	"C"
"763"	"B"
"764"	"E"
"765"	"E"
"766"	"C"
"767"	"E"
"768"	"A"
"769"	"E"
"770"	"A"
"771"	"A"
"772"	"B"
"773"	"E"
"774"	"D"
"775"	"A"
"776"	"E"
"777"	"A"
"778"	"B"
"779"	"A"
"780"	"C"
"781"	"C"
"782"	"B"
"783"	"C"
"784"	"C"
"785"	"E"
"786"	"A"
"787"	"A"
"788"	"E"
"789"	"E"
"790"	"A"
"791"	"E"
"792"	"C"
"793"	"E"
"794"	"D"
"795"	"B"
"796"	"A"
"797"	"D"
"798"	"E"
"799"	"A"
"800"	"A"
"801"	"A"
"802"	"E"
"803"	"E"
"804"	"C"
"805"	"A"
"806"	"B"
"807"	"A"
"808"	"B"
"809"	"E"
"810"	"D"
"811"	"A"
"812"	"D"
"813"	"B"
"814"	"D"
"815"	"D"
"816"	"C"
"817"	"B"
"818"	"D"
"819"	"A"
"820"	"C"
"821"	"A"
"822"	"D"
"823"	"A"
"824"	"A"
"825"	"A"
"826"	"D"
"827"	"E"
"828"	"A"
"829"	"D"
"830"	"D"
"831"	"E"
"832"	"D"
"833"	"A"
"834"	"A"
"835"	"A"
"836"	"A"
"837"	"E"
"838"	"E"
"839"	"D"
"840"	"D"
"841"	"E"
"842"	"B"
"843"	"A"
"844"	"E"
"845"	"A"
"846"	"A"
"847"	"D"
"848"	"E"
"849"	"E"
"850"	"D"
"851"	"A"
"852"	"A"
"853"	"A"
"854"	"A"
"855"	"C"
"856"	"D"
"857"	"C"
"858"	"A"
"859"	"E"
"860"	"C"
"861"	"A"
"862"	"D"
"863"	"A"
"864"	"D"
"865"	"B"
"866"	"D"
"867"	"B"
"868"	"D"
"869"	"B"
"870"	"E"
"871"	"A"
"872"	"A"
"873"	"A"
"874"	"B"
"875"	"A"
"876"	"A"
"877"	"A"
"878"	"C"
"879"	"C"
"880"	"E"
"881"	"D"
"882"	"D"
"883"	"C"
"884"	"E"
"885"	"D"
"886"	"E"
"887"	"A"
"888"	"E"
"889"	"E"
"890"	"E"
"891"	"D"
"892"	"E"
"893"	"E"
"894"	"D"
"895"	"E"
"896"	"B"
"897"	"A"
"898"	"A"
"899"	"B"
"900"	"A"
"901"	"A"
"902"	"B"
"903"	"E"
"904"	"A"
"905"	"E"
"906"	"A"
"907"	"C"
"908"	"E"
"909"	"A"
"910"	"A"
"911"	"E"
"912"	"D"
"913"	"E"
"914"	"C"
"915"	"D"
"916"	"B"
"917"	"B"
"918"	"E"
"919"	"C"
"920"	"B"
"921"	"E"
"922"	"C"
"923"	"C"
"924"	"C"
"925"	"D"
"926"	"A"
"927"	"A"
"928"	"D"
"929"	"A"
"930"	"E"
"931"	"D"
"932"	"B"
"933"	"A"
"934"	"A"
"935"	"D"
"936"	"D"
"937"	"A"
"938"	"B"
"939"	"E"
"940"	"D"
"941"	"E"
"942"	"A"
"943"	"E"
"944"	"D"
"945"	"C"
"946"	"E"
"947"	"D"
"948"	"A"
"949"	"E"
"950"	"A"
"951"	"B"
"952"	"D"
"953"	"D"
"954"	"E"
"955"	"A"
"956"	"B"
"957"	"B"
"958"	"F"
"959"	"D"
"960"	"A"
"961"	"A"
"962"	"E"
"963"	"A"
"964"	"A"
"965"	"A"
"966"	"A"
"967"	"D"
"968"	"E"
"969"	"E"
"970"	"B"
"971"	"A"
"972"	"E"
"973"	"D"
"974"	"B"
"975"	"D"
"976"	"C"
"977"	"B"
"978"	"C"
"979"	"D"
"980"	"E"
"981"	"D"
"982"	"E"
"983"	"D"
"984"	"F"
"985"	"E"
"986"	"B"
"987"	"B"
"988"	"A"
"989"	"A"
"990"	"E"
"991"	"D"
"992"	"B"
"993"	"E"
"994"	"A"
"995"	"B"
"996"	"E"
"997"	"F"
"998"	"B"
"999"	"A"
"1000"	"C"
"1001"	"C"
"1002"	"A"
"1003"	"A"
"1004"	"A"
"1005"	"A"
"1006"	"D"
"1007"	"A"
"1008"	"B"
"1009"	"B"
"1010"	"D"
"1011"	"B"
"1012"	"E"
"1013"	"A"
"1014"	"B"
"1015"	"A"
"1016"	"A"
"1017"	"F"
"1018"	"E"
"1019"	"C"
"1020"	"A"
"1021"	"D"
"1022"	"A"
"1023"	"A"
"1024"	"C"
"1025"	"D"
"1026"	"E"
"1027"	"D"
"1028"	"D"
"1029"	"F"
"1030"	"C"
"1031"	"B"
"1032"	"E"
"1033"	"D"
"1034"	"D"
"1035"	"A"
"1036"	"B"
"1037"	"A"
"1038"	"C"
"1039"	"A"
"1040"	"E"
"1041"	"D"
"1042"	"A"
"1043"	"C"
"1044"	"D"
"1045"	"B"
"1046"	"D"
"1047"	"F"
"1048"	"B"
"1049"	"B"
"1050"	"B"
"1051"	"A"
"1052"	"B"
"1053"	"D"
"1054"	"A"
"1055"	"A"
"1056"	"E"
"1057"	"A"
"1058"	"E"
"1059"	"D"
"1060"	"B"
"1061"	"E"
"1062"	"B"
"1063"	"E"
"1064"	"A"
"1065"	"A"
"1066"	"D"
"1067"	"C"
"1068"	"A"
"1069"	"E"
"1070"	"B"
"1071"	"A"
"1072"	"C"
"1073"	"A"
"1074"	"A"
"1075"	"A"
"1076"	"B"
"1077"	"A"
"1078"	"F"
"1079"	"E"
"1080"	"B"
"1081"	"D"
"1082"	"D"
"1083"	"A"
"1084"	"F"
"1085"	"E"
"1086"	"D"
"1087"	"A"
"1088"	"A"
"1089"	"F"
"1090"	"E"
"1091"	"E"
"1092"	"E"
"1093"	"B"
"1094"	"A"
"1095"	"B"
"1096"	"B"
"1097"	"E"
"1098"	"E"
"1099"	"A"
"1100"	"A"
"1101"	"E"
"1102"	"C"
"1103"	"A"
"1104"	"D"
"1105"	"A"
"1106"	"F"
"1107"	"D"
"1108"	"E"
"1109"	"E"
"1110"	"E"
"1111"	"A"
"1112"	"A"
"1113"	"B"
"1114"	"C"
"1115"	"D"
"1116"	"D"
"1117"	"B"
"1118"	"C"
"1119"	"C"
"1120"	"D"
"1121"	"A"
"1122"	"D"
"1123"	"C"
"1124"	"A"
"1125"	"E"
"1126"	"A"
"1127"	"E"
"1128"	"A"
"1129"	"A"
"1130"	"D"
"1131"	"B"
"1132"	"D"
"1133"	"A"
"1134"	"C"
"1135"	"E"
"1136"	"A"
"1137"	"C"
"1138"	"B"
"1139"	"A"
"1140"	"E"
"1141"	"A"
"1142"	"A"
"1143"	"D"
"1144"	"E"
"1145"	"D"
"1146"	"D"
"1147"	"E"
"1148"	"D"
"1149"	"E"
"1150"	"A"
"1151"	"A"
"1152"	"E"
"1153"	"D"
"1154"	"D"
"1155"	"E"
"1156"	"E"
"1157"	"D"
"1158"	"E"
"1159"	"A"
"1160"	"A"
"1161"	"F"
"1162"	"A"
"1163"	"A"
"1164"	"A"
"1165"	"E"
"1166"	"B"
"1167"	"E"
"1168"	"F"
"1169"	"C"
"1170"	"E"
"1171"	"B"
"1172"	"E"
"1173"	"A"
"1174"	"A"
"1175"	"E"
"1176"	"D"
"1177"	"D"
"1178"	"C"
"1179"	"D"
"1180"	"A"
"1181"	"A"
"1182"	"D"
"1183"	"E"
"1184"	"C"
"1185"	"C"
"1186"	"C"
"1187"	"A"
"1188"	"E"
"1189"	"B"
"1190"	"A"
"1191"	"D"
"1192"	"E"
"1193"	"E"
"1194"	"E"
"1195"	"A"
"1196"	"D"
"1197"	"E"
"1198"	"C"
"1199"	"C"
"1200"	"D"
"1201"	"D"
"1202"	"D"
"1203"	"A"
"1204"	"E"
"1205"	"D"
"1206"	"E"
"1207"	"B"
"1208"	"A"
"1209"	"A"
"1210"	"D"
"1211"	"A"
"1212"	"E"
"1213"	"C"
"1214"	"D"
"1215"	"A"
"1216"	"E"
"1217"	"E"
"1218"	"B"
"1219"	"A"
"1220"	"D"
"1221"	"A"
"1222"	"B"
"1223"	"A"
"1224"	"A"
"1225"	"A"
"1226"	"E"
"1227"	"A"
"1228"	"A"
"1229"	"A"
"1230"	"B"
"1231"	"D"
"1232"	"E"
"1233"	"C"
"1234"	"C"
"1235"	"E"
"1236"	"D"
"1237"	"A"
"1238"	"A"
"1239"	"E"
"1240"	"B"
"1241"	"D"
"1242"	"E"
"1243"	"A"
"1244"	"D"
"1245"	"B"
"1246"	"E"
"1247"	"E"
"1248"	"E"
"1249"	"C"
"1250"	"C"
"1251"	"D"
"1252"	"A"
"1253"	"D"
"1254"	"E"
"1255"	"E"
"1256"	"A"
"1257"	"E"
"1258"	"B"
"1259"	"A"
"1260"	"A"
"1261"	"D"
"1262"	"C"
"1263"	"A"
"1264"	"E"
"1265"	"B"
"1266"	"A"
"1267"	"B"
"1268"	"A"
"1269"	"B"
"1270"	"E"
"1271"	"D"
"1272"	"E"
"1273"	"E"
"1274"	"F"
"1275"	"B"
"1276"	"C"
"1277"	"A"
"1278"	"C"
"1279"	"C"
"1280"	"D"
"1281"	"E"
"1282"	"A"
"1283"	"E"
"1284"	"D"
"1285"	"A"
"1286"	"E"
"1287"	"B"
"1288"	"B"
"1289"	"A"
"1290"	"D"
"1291"	"D"
"1292"	"B"
"1293"	"D"
"1294"	"B"
"1295"	"E"
"1296"	"A"
"1297"	"D"
"1298"	"B"
"1299"	"B"
"1300"	"B"
"1301"	"A"
"1302"	"A"
"1303"	"E"
"1304"	"F"
"1305"	"D"
"1306"	"A"
"1307"	"A"
"1308"	"D"
"1309"	"A"
"1310"	"E"
"1311"	"D"
"1312"	"A"
"1313"	"A"
"1314"	"A"
"1315"	"E"
"1316"	"C"
"1317"	"C"
"1318"	"D"
"1319"	"F"
"1320"	"E"
"1321"	"C"
"1322"	"D"
"1323"	"B"
"1324"	"E"
"1325"	"A"
"1326"	"E"
"1327"	"A"
"1328"	"A"
"1329"	"C"
"1330"	"E"
"1331"	"A"
"1332"	"A"
"1333"	"A"
"1334"	"D"
"1335"	"A"
"1336"	"B"
"1337"	"F"
"1338"	"A"
"1339"	"A"
"1340"	"A"
"1341"	"D"
"1342"	"A"
"1343"	"D"
"1344"	"E"
"1345"	"B"
"1346"	"A"
"1347"	"A"
"1348"	"F"
"1349"	"E"
"1350"	"C"
"1351"	"F"
"1352"	"D"
"1353"	"E"
"1354"	"B"
"1355"	"E"
"1356"	"C"
"1357"	"B"
"1358"	"D"
"1359"	"A"
"1360"	"A"
"1361"	"A"
"1362"	"E"
"1363"	"A"
"1364"	"B"
"1365"	"B"
"1366"	"C"
"1367"	"E"
"1368"	"F"
"1369"	"B"
"1370"	"C"
"1371"	"A"
"1372"	"C"
"1373"	"A"
"1374"	"A"
"1375"	"D"
"1376"	"B"
"1377"	"A"
"1378"	"D"
"1379"	"D"
"1380"	"D"
"1381"	"A"
"1382"	"B"
"1383"	"D"
"1384"	"B"
"1385"	"D"
"1386"	"E"
"1387"	"A"
"1388"	"E"
"1389"	"A"
"1390"	"E"
"1391"	"E"
"1392"	"F"
"1393"	"D"
"1394"	"A"
"1395"	"E"
"1396"	"F"
"1397"	"D"
"1398"	"B"
"1399"	"A"
"1400"	"B"
"1401"	"E"
"1402"	"A"
"1403"	"E"
"1404"	"A"
"1405"	"A"
"1406"	"A"
"1407"	"C"
"1408"	"B"
"1409"	"D"
"1410"	"A"
"1411"	"A"
"1412"	"A"
"1413"	"E"
"1414"	"E"
"1415"	"D"
"1416"	"B"
"1417"	"B"
"1418"	"A"
"1419"	"B"
"1420"	"A"
"1421"	"A"
"1422"	"F"
"1423"	"E"
"1424"	"B"
"1425"	"A"
"1426"	"B"
"1427"	"F"
"1428"	"D"
"1429"	"D"
"1430"	"F"
"1431"	"D"
"1432"	"F"
"1433"	"B"
"1434"	"B"
"1435"	"E"
"1436"	"D"
"1437"	"A"
"1438"	"A"
"1439"	"A"
"1440"	"B"
"1441"	"B"
"1442"	"B"
"1443"	"A"
"1444"	"F"
"1445"	"C"
"1446"	"B"
"1447"	"E"
"1448"	"A"
"1449"	"D"
"1450"	"C"
"1451"	"D"
"1452"	"E"
"1453"	"B"
"1454"	"B"
"1455"	"D"
"1456"	"C"
"1457"	"C"
"1458"	"C"
"1459"	"D"
"1460"	"E"
"1461"	"A"
"1462"	"A"
"1463"	"B"
"1464"	"D"
"1465"	"D"
"1466"	"D"
"1467"	"D"
"1468"	"D"
"1469"	"A"
"1470"	"C"
"1471"	"D"
"1472"	"D"
"1473"	"A"
"1474"	"A"
"1475"	"D"
"1476"	"A"
"1477"	"B"
"1478"	"A"
"1479"	"F"
"1480"	"E"
"1481"	"A"
"1482"	"F"
"1483"	"A"
"1484"	"B"
"1485"	"D"
"1486"	"D"
"1487"	"A"
"1488"	"C"
"1489"	"D"
"1490"	"B"
"1491"	"E"
"1492"	"A"
"1493"	"E"
"1494"	"B"
"1495"	"A"
"1496"	"A"
"1497"	"C"
"1498"	"A"
"1499"	"E"
"1500"	"D"
"1501"	"A"
"1502"	"B"
"1503"	"B"
"1504"	"B"
"1505"	"D"
"1506"	"D"
"1507"	"A"
"1508"	"E"
"1509"	"B"
"1510"	"D"
"1511"	"A"
"1512"	"B"
"1513"	"D"
"1514"	"D"
"1515"	"A"
"1516"	"D"
"1517"	"A"
"1518"	"A"
"1519"	"A"
"1520"	"D"
"1521"	"A"
"1522"	"D"
"1523"	"C"
"1524"	"D"
"1525"	"A"
"1526"	"B"
"1527"	"B"
"1528"	"A"
"1529"	"D"
"1530"	"E"
"1531"	"D"
"1532"	"A"
"1533"	"A"
"1534"	"A"
"1535"	"E"
"1536"	"D"
"1537"	"E"
"1538"	"A"
"1539"	"E"
"1540"	"A"
"1541"	"A"
"1542"	"D"
"1543"	"D"
"1544"	"F"
"1545"	"F"
"1546"	"E"
"1547"	"D"
"1548"	"F"
"1549"	"A"
"1550"	"A"
"1551"	"B"
"1552"	"D"
"1553"	"A"
"1554"	"F"
"1555"	"A"
"1556"	"C"
"1557"	"D"
"1558"	"E"
"1559"	"C"
"1560"	"E"
"1561"	"A"
"1562"	"E"
"1563"	"A"
"1564"	"B"
"1565"	"A"
"1566"	"A"
"1567"	"B"
"1568"	"B"
"1569"	"F"
"1570"	"E"
"1571"	"A"
"1572"	"F"
"1573"	"A"
"1574"	"B"
"1575"	"A"
"1576"	"D"
"1577"	"B"
"1578"	"A"
"1579"	"E"
"1580"	"C"
"1581"	"C"
"1582"	"A"
"1583"	"A"
"1584"	"A"
"1585"	"D"
"1586"	"A"
"1587"	"A"
"1588"	"D"
"1589"	"D"
"1590"	"E"
"1591"	"E"
"1592"	"F"
"1593"	"D"
"1594"	"A"
"1595"	"B"
"1596"	"E"
"1597"	"E"
"1598"	"D"
"1599"	"D"
"1600"	"E"
"1601"	"B"
"1602"	"D"
"1603"	"A"
"1604"	"D"
"1605"	"A"
"1606"	"D"
"1607"	"E"
"1608"	"E"
"1609"	"D"
"1610"	"C"
"1611"	"A"
"1612"	"C"
"1613"	"D"
"1614"	"A"
"1615"	"C"
"1616"	"A"
"1617"	"C"
"1618"	"B"
"1619"	"E"
"1620"	"E"
"1621"	"F"
"1622"	"E"
"1623"	"D"
"1624"	"D"
"1625"	"A"
"1626"	"A"
"1627"	"C"
"1628"	"D"
"1629"	"E"
"1630"	"A"
"1631"	"E"
"1632"	"A"
"1633"	"A"
"1634"	"A"
"1635"	"F"
"1636"	"D"
"1637"	"D"
"1638"	"B"
"1639"	"D"
"1640"	"D"
"1641"	"E"
"1642"	"E"
"1643"	"E"
"1644"	"D"
"1645"	"B"
"1646"	"F"
"1647"	"A"
"1648"	"E"
"1649"	"B"
"1650"	"B"
"1651"	"C"
"1652"	"C"
"1653"	"D"
"1654"	"E"
"1655"	"E"
"1656"	"D"
"1657"	"B"
"1658"	"A"
"1659"	"D"
"1660"	"E"
"1661"	"B"
"1662"	"A"
"1663"	"A"
"1664"	"D"
"1665"	"C"
